household_ID,room_ID,main_purpose_of_the_room,storey_which_the_room_located,main_material_used_for_the_roof_of_the_room,type_of_ceiling_of_the_room,main_material_used_for_the_floor_of_the_room,no_of_doors_opened_to_external_environment,no_of_windows,main_material_used_for_window_panes,have_curtains_or_blinds_for_windows,have_extra_ventilation_openings,no_of_bulbs_in_the_room,no_of_bulbs_used_during_last_week,no_of_fans_in_the_room,no_of_ACs_in_the_room
ID1317,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1317,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Concrete,1.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1317,I3      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Concrete,1.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1317,I4      ,Passage,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1317,I5      ,Veranda,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1318,I1      ,Living room,1.0,Tile,"No ceiling, the concrete slab",Tile,0.0,7.0,Glass,Yes,No,3.0,,2.0,0.0
ID1318,I2      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,Yes,No,2.0,,1.0,0.0
ID1318,I3      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,Yes,No,2.0,,1.0,0.0
ID1318,I4      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,Yes,No,2.0,,0.0,0.0
ID1318,I5      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,4.0,Glass,Yes,No,2.0,,0.0,0.0
ID1318,I6      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1318,I7      ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,6.0,,0.0,0.0
ID1318,I8      ,Veranda,,,,,,,,,,,,,
ID1318,I9      ,Veranda,,,,,,,,,,,,,
ID1318,I10     ,Veranda,,,,,,,,,,,,,
ID1319,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,4.0,Glass,No,Yes,1.0,,1.0,0.0
ID1319,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1319,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1319,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1319,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1319,I6      ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1319,I7      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Sand,1.0,0.0,,,No,1.0,,0.0,0.0
ID1319,I8      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1320,I1      ,Living room,0.0,Asbestos,A conventional ceiling,Cement,1.0,6.0,Glass,Yes,No,10.0,,0.0,0.0
ID1320,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1320,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,4.0,Glass,Yes,No,1.0,,0.0,0.0
ID1320,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,5.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1320,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1320,I6      ,Storage room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Glass,Yes,No,1.0,,0.0,0.0
ID1321,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,2.0,3.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1321,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,3.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1321,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,3.0,Glass,Yes,Yes,2.0,,2.0,0.0
ID1321,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,2.0,,0.0,0.0
ID1321,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1321,I6      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1321,I7      ,Storage room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1321,I8      ,Servant's Room,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1321,I9      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,No,4.0,,0.0,0.0
ID1322,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1322,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,1.0,0.0
ID1322,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,1.0,0.0
ID1322,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,No,1.0,,0.0,0.0
ID1322,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1322,I6      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1323,I1      ,Living room,0.0,Tile,A conventional ceiling,Tile,1.0,5.0,Glass,Yes,No,2.0,,1.0,0.0
ID1323,I2      ,Bedrooms,0.0,Tile,A conventional ceiling,Tile,1.0,6.0,Glass,Yes,No,1.0,,1.0,0.0
ID1323,I3      ,Bedrooms,0.0,Tile,A conventional ceiling,Tile,1.0,3.0,Glass,Yes,No,1.0,,1.0,0.0
ID1323,I4      ,Bedrooms,0.0,Tile,A beamed ceiling,Tile,1.0,6.0,Glass,Yes,No,1.0,,1.0,0.0
ID1323,I5      ,Kitchen and/ or pantry,0.0,Tile,A conventional ceiling,Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID1323,I6      ,Kitchen and/ or pantry,0.0,Tile,A conventional ceiling,Tile,1.0,0.0,,,Yes,1.0,,1.0,0.0
ID1323,I7      ,Bathroom and / or toilets,0.0,Tile,A conventional ceiling,Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1323,I8      ,Bathroom and / or toilets,0.0,Tile,A conventional ceiling,Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1323,I9      ,Gaming room,0.0,Tile,A conventional ceiling,Tile,0.0,3.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1323,I10     ,Servant's Room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID1323,I11     ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1323,IOth1  ,Veranda,0.0,Tile,A conventional ceiling,Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1323,IOth2  ,Other,0.0,Tile,A conventional ceiling,Tile,1.0,3.0,Glass,Yes,No,1.0,,1.0,0.0
ID1324,I1      ,Living room,1.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,3.0,Glass,No,No,1.0,,1.0,0.0
ID1324,I2      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,2.0,Glass,No,No,1.0,,1.0,0.0
ID1324,I3      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,2.0,Glass,No,No,1.0,,1.0,0.0
ID1324,I4      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1325,I1      ,Living room,0.0,Tile,A conventional ceiling,Cement,1.0,2.0,Glass,Yes,Yes,5.0,,2.0,0.0
ID1325,I2      ,Bedrooms,0.0,Tile,Wooden ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1325,I3      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1325,I4      ,Kitchen and/ or pantry,0.0,Tile,A conventional ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1325,I5      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,1.0,Wood,No,No,2.0,,0.0,0.0
ID1325,I6      ,Bathroom and / or toilets,0.0,Tile,A conventional ceiling,Cement,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1325,I7      ,Visitors' room,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1325,I8      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1325,I9      ,Veranda,,,,,,,,,,,,,
ID1325,I10     ,Veranda,,,,,,,,,,,,,
ID1326,I1      ,Living room,0.0,Tile,A hanging ceiling,Tile,0.0,3.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID1326,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1326,I3      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1326,I4      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1326,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1326,I6      ,Gaming room,0.0,Tile,A hanging ceiling,Tile,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1327,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,2.0,Wood,Yes,Yes,2.0,,1.0,0.0
ID1327,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,1.0,Wood,Yes,No,1.0,,1.0,0.0
ID1327,I3      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1327,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1327,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1327,I6      ,Passage,0.0,Plastic sheets,Garden - Not relevant,Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1328,I1      ,Living room,1.0,Tile,A hanging ceiling,Tile,1.0,1.0,Glass,Yes,No,1.0,,1.0,0.0
ID1328,I2      ,Bedrooms,1.0,Tile,A hanging ceiling,Cement,1.0,2.0,Glass,Yes,No,1.0,,1.0,0.0
ID1328,I3      ,Bedrooms,1.0,Tile,A hanging ceiling,Cement,1.0,3.0,Glass,Yes,No,1.0,,1.0,0.0
ID1328,I4      ,Bedrooms,1.0,Tile,A hanging ceiling,Tile,1.0,1.0,Glass,Yes,No,1.0,,1.0,0.0
ID1328,I5      ,Bedrooms,1.0,Tile,A hanging ceiling,Tile,1.0,2.0,Glass,Yes,No,1.0,,1.0,0.0
ID1328,I6      ,Kitchen and/ or pantry,1.0,Tile,A hanging ceiling,Tile,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1328,I7      ,Bathroom and / or toilets,1.0,Other,Other,Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1328,I8      ,Storage room,1.0,Tile,A hanging ceiling,Tile,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1328,I9      ,Gaming room,1.0,Tile,A hanging ceiling,Tile,1.0,2.0,Glass,No,No,1.0,,0.0,0.0
ID1328,I10     ,Veranda,,,,,,,,,,,,,
ID1329,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Tile,1.0,1.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID1329,I2      ,Bedrooms,1.0,Tile,"No ceiling, just the roof above",Tile,0.0,4.0,Wood,No,No,1.0,,1.0,0.0
ID1329,I3      ,Bedrooms,1.0,Tile,"No ceiling, just the roof above",Concrete,0.0,3.0,Wood,No,Yes,1.0,,1.0,0.0
ID1329,I4      ,Bedrooms,1.0,Tile,"No ceiling, just the roof above",Concrete,0.0,3.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID1329,I5      ,Kitchen and/ or pantry,1.0,Tile,"No ceiling, just the roof above",Concrete,0.0,2.0,Wood,No,No,1.0,,0.0,0.0
ID1329,I6      ,Bathroom and / or toilets,1.0,Tile,"No ceiling, just the roof above",Tile,0.0,2.0,Wood,No,No,0.0,,0.0,0.0
ID1329,I7      ,Gaming room,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,3.0,"None, it's open",No,No,1.0,,0.0,0.0
ID1329,I8      ,Veranda,,,,,,,,,,,,,
ID1329,I9      ,Veranda,,,,,,,,,,,,,
ID1329,I10     ,Veranda,,,,,,,,,,,,,
ID1330,I1      ,Living room,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,3.0,Wood,No,Yes,2.0,,0.0,0.0
ID1330,I2      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,2.0,,0.0,0.0
ID1330,I3      ,Bedrooms,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,2.0,,0.0,0.0
ID1330,I4      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,4.0,,1.0,0.0
ID1330,I5      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,2.0,,0.0,0.0
ID1330,I6      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1330,I7      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1330,I8      ,Gaming room,1.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,Garden - Not relevant,3.0,,0.0,0.0
ID1330,I9      ,Veranda,,,,,,,,,,,,,
ID1330,I10     ,Veranda,,,,,,,,,,,,,
ID1331,I1      ,Bedrooms,1.0,Takaran,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1331,I2      ,Kitchen and/ or pantry,1.0,Takaran,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,No,1.0,,1.0,0.0
ID1331,I3      ,Bathroom and / or toilets,1.0,Takaran,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1331,I4      ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1331,I5      ,Gaming room,1.0,Takaran,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID1332,I1      ,Living room,0.0,Metal Sheet,A polythene cover as a ceiling,Cement,1.0,2.0,Net,Yes,No,1.0,,1.0,0.0
ID1332,I2      ,Bedrooms,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,No,1.0,,0.0,0.0
ID1332,I3      ,Bedrooms,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,No,1.0,,0.0,0.0
ID1332,I4      ,Kitchen and/ or pantry,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1332,I5      ,Bathroom and / or toilets,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID1333,I1      ,Living room,0.0,Tile,A conventional ceiling,Cement,1.0,3.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1333,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1333,I3      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,1.0,,1.0,0.0
ID1333,I4      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1333,I5      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1333,I6      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1333,I7      ,Gaming room,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1333,I8      ,Gaming room,0.0,Metal Sheet,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1333,IOth1  ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,No,Yes,1.0,,1.0,0.0
ID1334,I1      ,Living room,0.0,Asbestos,A hanging ceiling,Tile,0.0,7.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1334,I2      ,Bedrooms,0.0,Asbestos,A hanging ceiling,Cement,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1334,I3      ,Bedrooms,0.0,Asbestos,A hanging ceiling,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1334,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1334,I5      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1334,I6      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1334,I7      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID1334,I8      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID1334,I9      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,2.0,,0.0,0.0
ID1334,I10     ,Servant's Room,0.0,Asbestos,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1334,I11     ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1335,I1      ,Living room,0.0,Tile,Wooden ceiling,Tile,1.0,15.0,Wood,Yes,Yes,6.0,,3.0,0.0
ID1335,I2      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,6.0,Wood,Yes,Yes,0.0,,1.0,0.0
ID1335,I3      ,Bedrooms,1.0,Tile,Wooden ceiling,Tile,1.0,4.0,Wood,Yes,Yes,0.0,,1.0,1.0
ID1335,I4      ,Bedrooms,1.0,Tile,Wooden ceiling,Tile,1.0,8.0,Wood,Yes,Yes,1.0,,1.0,1.0
ID1335,I5      ,Bedrooms,1.0,Tile,Wooden ceiling,Tile,1.0,4.0,Wood,Yes,Yes,1.0,,1.0,1.0
ID1335,I6      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,3.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID1335,I7      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Wood,No,Yes,1.0,,1.0,0.0
ID1335,I8      ,Kitchen and/ or pantry,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Wood,No,Yes,1.0,,0.0,0.0
ID1335,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,Wood,No,Yes,1.0,,0.0,0.0
ID1335,I10     ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1335,I11     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1335,I12     ,Storage room,1.0,Tile,Wooden ceiling,Tile,1.0,1.0,Wood,No,Yes,0.0,,0.0,0.0
ID1335,I13     ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID1335,I14     ,Servant's Room,0.0,Concrete,Wooden ceiling,Tile,0.0,0.0,,,Yes,0.0,,0.0,0.0
ID1335,I15     ,Passage,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID1336,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,6.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID1336,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1336,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1336,I4      ,Bedrooms,1.0,Asbestos,A beamed ceiling,Tile,1.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1336,I5      ,Bedrooms,1.0,Asbestos,A beamed ceiling,Tile,1.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1336,I6      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID1336,I7      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1336,I8      ,Bathroom and / or toilets,1.0,Asbestos,A beamed ceiling,Tile,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1336,I9      ,Gaming room,1.0,Asbestos,A beamed ceiling,Tile,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1336,I10     ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID1337,I1      ,Living room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID1337,I2      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID1337,I3      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1337,I4      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1337,I5      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1337,I6      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1337,I7      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1337,I8      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID1337,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,Yes,2.0,,0.0,0.0
ID1337,I10     ,Gaming room,0.0,Asbestos,A conventional ceiling,Tile,0.0,0.0,,,No,0.0,,0.0,0.0
ID1337,I11     ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,0.0,,0.0,0.0
ID1338,I1      ,Living room,0.0,Tile,A conventional ceiling,Cement,1.0,3.0,Glass,Yes,Yes,5.0,,1.0,0.0
ID1338,I2      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID1338,I3      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,0.0,2.0,Wood,Yes,Yes,2.0,,2.0,0.0
ID1338,I4      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,0.0,3.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID1338,I5      ,Bedrooms,0.0,Tile,A conventional ceiling,Cement,0.0,2.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID1338,I6      ,Kitchen and/ or pantry,0.0,Tile,A conventional ceiling,Cement,1.0,4.0,Wood,Yes,Yes,2.0,,0.0,0.0
ID1338,I7      ,Kitchen and/ or pantry,0.0,Tile,A conventional ceiling,Cement,1.0,2.0,Wood,Yes,Yes,2.0,,0.0,0.0
ID1338,I8      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID1338,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID1338,I10     ,Gaming room,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,2.0,,0.0,0.0
ID1338,I11     ,Servant's Room,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,1.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID1338,I12     ,Passage,0.0,Metal Sheet,"No ceiling, just the roof above",Other,0.0,0.0,,,No,0.0,,0.0,0.0
ID1339,I1      ,Living room,0.0,Asbestos,Other,Cement,0.0,4.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID1339,I2      ,Kitchen and/ or pantry,0.0,Asbestos,Other,Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID1339,I3      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,0.0,,0.0,0.0
